protocol,n,dimension,payload_bytes,seed,audit_mode,offchain_active_ms,declared_wait_ms,offchain_final_ms,worker_ms,tp_sp_cloudA_ms,dr_cloudB_ms,rb_rc_ta_ms,auditor_ms,analytics_ms,crypto_and_protocol_ms,traffic_task_bytes,traffic_report_bytes,iterations,retained_count,valid,run
RPPS-TDC,39,9,256,2026471022,normal,10340.232027,0.0,10340.232027,7172.427578,226.432414,2731.635969,208.587482,0.0,1886.221851,8454.010176,596540,6912.0,9,32,True,22
PRTD,39,9,256,2026471022,normal,18834.717863,0.0,18834.717863,13944.135101,2525.969905,2203.9673,158.304931,0.0,396.459408,18438.258455000003,643744,7808.0,8,39,True,22
IRPP-TD,39,9,256,2026471022,normal,99.6621,0.0,99.6621,85.366459,2.162992,11.801216,0.0,0.0,5.072096,94.590004,555906,1568.0,7,39,True,22
BSIF,39,9,256,2026471022,normal,9836.274265,0.0,9836.274265,7089.134803,2195.723719,551.189795,0.0,0.0,0.096342,9836.177923,513352,7324.0,1,27,True,22
PRTD,39,9,256,2026471023,normal,19158.624641,0.0,19158.624641,14211.947282,2558.866303,2221.189562,163.932962,0.0,384.586246,18774.038395,643744,7808.0,8,39,True,23
IRPP-TD,39,9,256,2026471023,normal,103.662072,0.0,103.662072,88.163579,2.220586,12.936006,0.0,0.0,5.870078,97.79199399999999,555906,1568.0,7,39,True,23
BSIF,39,9,256,2026471023,normal,10273.078491,0.0,10273.078491,7315.25383,2130.285234,827.258564,0.0,0.0,0.087235,10272.991256,606280,7324.0,1,39,True,23
RPPS-TDC,39,9,256,2026471023,normal,10437.447221,0.0,10437.447221,7284.689747,222.921943,2722.907228,205.690853,0.0,1888.428894,8549.018327,596540,6912.0,8,32,True,23
IRPP-TD,39,9,256,2026471024,normal,101.528723,0.0,101.528723,86.689009,2.272727,12.244971,0.0,0.0,5.273559,96.255164,555906,1568.0,7,39,True,24
BSIF,39,9,256,2026471024,normal,10023.803145,0.0,10023.803145,7150.91746,2087.678741,784.982162,0.0,0.0,0.085974,10023.717171,606280,7324.0,1,39,True,24
RPPS-TDC,39,9,256,2026471024,normal,10289.989142,0.0,10289.989142,7162.471386,220.521137,2699.203728,206.513787,0.0,1865.909696,8424.079446,596540,6912.0,9,32,True,24
PRTD,39,9,256,2026471024,normal,18933.25519,0.0,18933.25519,14004.936374,2547.202852,2220.514781,158.146835,0.0,385.87781,18547.377379999998,643744,7808.0,8,39,True,24
BSIF,39,9,256,2026471025,normal,10019.194111,0.0,10019.194111,7084.470783,2134.082592,800.400745,0.0,0.0,0.100209,10019.093902,606280,7324.0,1,39,True,25
RPPS-TDC,39,9,256,2026471025,normal,10207.659731,0.0,10207.659731,7059.132097,226.352559,2708.949751,212.052921,0.0,1847.790708,8359.869023,596540,6912.0,8,32,True,25
PRTD,39,9,256,2026471025,normal,19041.480592,0.0,19041.480592,14072.393232,2564.492019,2241.242862,160.749058,0.0,390.491607,18650.988985,643744,7808.0,8,39,True,25
IRPP-TD,39,9,256,2026471025,normal,103.15012,0.0,103.15012,87.78059,2.222169,12.805262,0.0,0.0,5.630757,97.519363,555906,1568.0,7,39,True,25
RPPS-TDC,39,9,256,2026471026,normal,10415.279561,0.0,10415.279561,7199.826221,228.179673,2776.644224,209.269836,0.0,1913.682431,8501.59713,596540,6912.0,9,32,True,26
PRTD,39,9,256,2026471026,normal,18791.220305,0.0,18791.220305,13908.294416,2522.64898,2197.853367,160.053035,0.0,384.349455,18406.87085,643744,7808.0,8,39,True,26
IRPP-TD,39,9,256,2026471026,normal,101.88635,0.0,101.88635,86.870815,2.227822,12.389926,0.0,0.0,5.414374,96.471976,555906,1568.0,7,39,True,26
BSIF,39,9,256,2026471026,normal,10158.217056,0.0,10158.217056,7223.99971,2124.317004,809.62977,0.0,0.0,0.093608,10158.123448,606280,7324.0,1,39,True,26
PRTD,39,9,256,2026471027,normal,17783.791558,0.0,17783.791558,13298.936568,2342.916293,1978.917397,160.658823,0.0,339.116439,17444.675119,606568,7808.0,7,39,True,27
IRPP-TD,39,9,256,2026471027,normal,103.320703,0.0,103.320703,87.88849,2.328219,12.76342,0.0,0.0,5.356592,97.96411099999999,555906,1568.0,7,39,True,27
BSIF,39,9,256,2026471027,normal,9690.414211,0.0,9690.414211,7132.978227,2013.671795,543.548265,0.0,0.0,0.086163,9690.328048,513352,7324.0,1,27,True,27
RPPS-TDC,39,9,256,2026471027,normal,10440.030577,0.0,10440.030577,7250.372934,221.731915,2759.706132,206.888977,0.0,1909.820658,8530.209918999999,596540,6912.0,8,32,True,27
IRPP-TD,39,9,256,2026471028,normal,101.197905,0.0,101.197905,86.471003,2.233179,12.192208,0.0,0.0,5.392239,95.805666,555906,1568.0,7,39,True,28
BSIF,39,9,256,2026471028,normal,10198.617497,0.0,10198.617497,7251.086936,2136.201025,811.075534,0.0,0.0,0.087102,10198.530395,606280,7324.0,1,39,True,28
RPPS-TDC,39,9,256,2026471028,normal,10410.193217,0.0,10410.193217,7227.593733,226.249725,2744.768037,210.206176,0.0,1895.587782,8514.605435,596540,6912.0,8,32,True,28
PRTD,39,9,256,2026471028,normal,18800.493692,0.0,18800.493692,13910.678062,2520.735364,2206.144772,160.159681,0.0,385.13684,18415.356852,643744,7808.0,8,39,True,28
BSIF,39,9,256,2026471029,normal,8985.153646,0.0,8985.153646,6447.172537,1845.516615,692.249879,0.0,0.0,0.088122,8985.065524000001,606280,7324.0,1,39,True,29
RPPS-TDC,39,9,256,2026471029,normal,9136.388622,0.0,9136.388622,6246.71303,210.520572,2479.012411,198.960927,0.0,1679.000631,7457.3879910000005,596540,6912.0,8,32,True,29
PRTD,39,9,256,2026471029,normal,18037.977525,0.0,18037.977525,13292.763316,2451.769288,2126.808593,164.35569,0.0,369.202151,17668.775373999997,643744,7808.0,8,39,True,29
IRPP-TD,39,9,256,2026471029,normal,105.154691,0.0,105.154691,89.856302,2.258503,12.681999,0.0,0.0,5.293571,99.86112,555906,1568.0,7,39,True,29
IRPP-TD,50,9,256,2026581000,normal,162.870848,0.0,162.870848,144.01418,2.948651,15.487393,0.0,0.0,6.558827,156.312021,818300,1568.0,6,50,True,0
BSIF,50,9,256,2026581000,normal,13065.654115,0.0,13065.654115,9367.816929,2688.812328,1008.699899,0.0,0.0,0.099042,13065.555073,777264,7324.0,1,50,True,0
RPPS-TDC,50,9,256,2026581000,normal,13422.857467,0.0,13422.857467,9360.794805,239.906356,3541.264909,279.003335,0.0,2440.922084,10981.935383,762760,6912.0,8,40,True,0
PRTD,50,9,256,2026581000,normal,23635.518508,0.0,23635.518508,17938.641899,2800.173835,2692.114729,201.633187,0.0,379.484172,23256.034336,809580,7808.0,8,50,True,0
BSIF,50,9,256,2026581001,normal,12841.570222,0.0,12841.570222,9041.910249,2728.2742,1071.097711,0.0,0.0,0.192847,12841.377375,777264,7324.0,1,50,True,1
RPPS-TDC,50,9,256,2026581001,normal,13201.120406,0.0,13201.120406,9243.797494,226.850537,3463.694388,264.98896,0.0,2400.123866,10800.99654,762760,6912.0,8,40,True,1
PRTD,50,9,256,2026581001,normal,23224.920936,0.0,23224.920936,17526.451603,2775.668874,2705.445505,214.785865,0.0,381.502019,22843.418917,809580,7808.0,8,50,True,1
IRPP-TD,50,9,256,2026581001,normal,154.221703,0.0,154.221703,136.259687,2.720625,14.838935,0.0,0.0,6.579597,147.64210599999998,818300,1568.0,6,50,True,1
RPPS-TDC,50,9,256,2026581002,normal,13147.661285,0.0,13147.661285,9168.408008,231.746181,3478.448701,267.399305,0.0,2412.241669,10735.419616,762760,6912.0,8,40,True,2
PRTD,50,9,256,2026581002,normal,23704.526564,0.0,23704.526564,17942.792169,2827.197526,2737.965223,193.868589,0.0,388.033557,23316.493007,809580,7808.0,8,50,True,2
IRPP-TD,50,9,256,2026581002,normal,150.813035,0.0,150.813035,133.290572,2.66747,14.472208,0.0,0.0,6.207012,144.60602300000002,818300,1568.0,6,50,True,2
BSIF,50,9,256,2026581002,normal,11980.330778,0.0,11980.330778,8810.188323,2495.978985,673.930626,0.0,0.0,0.085741,11980.245036999999,661104,7324.0,1,35,True,2
PRTD,50,9,256,2026581003,normal,23386.903701,0.0,23386.903701,17608.809763,2839.557598,2742.104609,193.964351,0.0,386.038601,23000.8651,809580,7808.0,8,50,True,3
IRPP-TD,50,9,256,2026581003,normal,156.272965,0.0,156.272965,138.230831,2.794203,14.784849,0.0,0.0,6.264566,150.008399,818300,1568.0,6,50,True,3
BSIF,50,9,256,2026581003,normal,12552.140223,0.0,12552.140223,8915.695705,2635.542256,1000.637651,0.0,0.0,0.087711,12552.052512,777264,7324.0,1,50,True,3
RPPS-TDC,50,9,256,2026581003,normal,12990.679549,0.0,12990.679549,9059.368593,229.420414,3435.862808,264.579494,0.0,2375.652925,10615.026624,762760,6912.0,8,40,True,3
IRPP-TD,50,9,256,2026581004,normal,168.183028,0.0,168.183028,146.961226,3.217453,17.473968,0.0,0.0,7.088841,161.094187,818300,1568.0,6,50,True,4
BSIF,50,9,256,2026581004,normal,12317.997033,0.0,12317.997033,9048.821446,2568.956204,699.9552,0.0,0.0,0.110568,12317.886465,661104,7324.0,1,35,True,4
RPPS-TDC,50,9,256,2026581004,normal,12764.77461,0.0,12764.77461,8907.920267,236.980777,3346.901331,271.589802,0.0,2315.595207,10449.179403,762760,6912.0,8,40,True,4
PRTD,50,9,256,2026581004,normal,23823.093433,0.0,23823.093433,18075.459481,2822.525112,2717.846134,204.425241,0.0,386.890002,23436.203430999998,809580,7808.0,8,50,True,4
BSIF,50,9,256,2026581005,normal,12756.356569,0.0,12756.356569,9045.765019,2693.322689,1017.013829,0.0,0.0,0.090357,12756.266212,777264,7324.0,1,50,True,5
RPPS-TDC,50,9,256,2026581005,normal,12873.533222,0.0,12873.533222,8979.093171,229.015261,3401.471458,262.548267,0.0,2367.421818,10506.111404,762760,6912.0,8,40,True,5
PRTD,50,9,256,2026581005,normal,23414.70112,0.0,23414.70112,17686.721228,2795.607192,2725.618843,204.176678,0.0,390.959844,23023.741276,809580,7808.0,8,50,True,5
IRPP-TD,50,9,256,2026581005,normal,163.306885,0.0,163.306885,145.138855,2.757294,14.990426,0.0,0.0,6.687144,156.619741,818300,1568.0,6,50,True,5
RPPS-TDC,50,9,256,2026581006,normal,12951.323728,0.0,12951.323728,9055.731778,228.241577,3403.640876,262.258203,0.0,2354.177063,10597.146665,762760,6912.0,8,40,True,6
PRTD,50,9,256,2026581006,normal,23592.607479,0.0,23592.607479,17789.197904,2825.629441,2768.257042,207.05512,0.0,392.543896,23200.063583,809580,7808.0,8,50,True,6
IRPP-TD,50,9,256,2026581006,normal,163.040169,0.0,163.040169,143.757396,2.792579,16.06791,0.0,0.0,6.859695,156.180474,818300,1568.0,6,50,True,6
BSIF,50,9,256,2026581006,normal,12404.636024,0.0,12404.636024,9074.109252,2619.792868,710.474159,0.0,0.0,0.110605,12404.525419,661104,7324.0,1,35,True,6
PRTD,50,9,256,2026581007,normal,23308.064448,0.0,23308.064448,17633.132112,2784.939878,2684.38058,203.1314,0.0,379.676795,22928.387653,809580,7808.0,8,50,True,7
IRPP-TD,50,9,256,2026581007,normal,157.576549,0.0,157.576549,138.960545,2.872656,15.308974,0.0,0.0,6.618687,150.957862,818300,1568.0,6,50,True,7
BSIF,50,9,256,2026581007,normal,12639.93025,0.0,12639.93025,9036.918755,2630.50924,972.23202,0.0,0.0,0.081805,12639.848445,777264,7324.0,1,50,True,7
RPPS-TDC,50,9,256,2026581007,normal,13097.264651,0.0,13097.264651,9090.798183,221.487864,3531.698837,251.818639,0.0,2464.709057,10632.555594,762760,6912.0,8,40,True,7
IRPP-TD,50,9,256,2026581008,normal,150.235718,0.0,150.235718,132.734842,2.640104,14.501249,0.0,0.0,6.268749,143.966969,818300,1568.0,6,50,True,8
BSIF,50,9,256,2026581008,normal,12707.054706,0.0,12707.054706,9036.325201,2639.673046,1030.783703,0.0,0.0,0.103428,12706.951278,777264,7324.0,1,50,True,8
RPPS-TDC,50,9,256,2026581008,normal,13060.214769,0.0,13060.214769,9123.864468,230.927177,3440.141222,263.621893,0.0,2381.606004,10678.608765,762760,6912.0,8,40,True,8
PRTD,50,9,256,2026581008,normal,23136.396168,0.0,23136.396168,17517.981663,2760.696277,2653.841329,201.498335,0.0,375.229559,22761.166609,809580,7808.0,8,50,True,8
BSIF,50,9,256,2026581009,normal,12715.805874,0.0,12715.805874,9082.813552,2620.399788,1012.329468,0.0,0.0,0.084811,12715.721062999999,777264,7324.0,1,50,True,9
RPPS-TDC,50,9,256,2026581009,normal,12951.262796,0.0,12951.262796,9016.073401,221.267121,3452.645227,259.875395,0.0,2399.478375,10551.784421,762760,6912.0,8,40,True,9
PRTD,50,9,256,2026581009,normal,23739.645677,0.0,23739.645677,17944.75135,2850.651609,2744.292216,197.230656,0.0,395.296813,23344.348864,809580,7808.0,8,50,True,9
IRPP-TD,50,9,256,2026581009,normal,155.081022,0.0,155.081022,136.418766,2.705332,15.545373,0.0,0.0,6.954783,148.126239,818300,1568.0,6,50,True,9
RPPS-TDC,50,9,256,2026581010,normal,12821.431722,0.0,12821.431722,8979.806624,233.972667,3340.310826,265.89249,0.0,2288.475607,10532.956114999999,762760,6912.0,8,40,True,10
PRTD,50,9,256,2026581010,normal,23122.194398,0.0,23122.194398,17512.925271,2759.720403,2649.703506,197.346897,0.0,380.4691,22741.725298,809580,7808.0,8,50,True,10
IRPP-TD,50,9,256,2026581010,normal,154.355424,0.0,154.355424,136.512205,2.669789,14.770646,0.0,0.0,6.443862,147.911562,818300,1568.0,6,50,True,10
BSIF,50,9,256,2026581010,normal,12665.349,0.0,12665.349,9158.453493,2755.031147,751.551097,0.0,0.0,0.100246,12665.248754,661104,7324.0,1,35,True,10
PRTD,50,9,256,2026581011,normal,23364.493279,0.0,23364.493279,17632.650264,2800.174176,2714.67276,214.326365,0.0,381.588839,22982.90444,809580,7808.0,8,50,True,11
IRPP-TD,50,9,256,2026581011,normal,169.360035,0.0,169.360035,149.531157,2.959384,16.414084,0.0,0.0,7.182278,162.177757,818300,1568.0,6,50,True,11
BSIF,50,9,256,2026581011,normal,12597.411358,0.0,12597.411358,9315.210006,2586.075793,695.823289,0.0,0.0,0.087607,12597.323751,661104,7324.0,1,35,True,11
RPPS-TDC,50,9,256,2026581011,normal,13207.662541,0.0,13207.662541,9175.472597,244.879435,3503.080768,282.545073,0.0,2381.774943,10825.887598,762760,6912.0,8,40,True,11
IRPP-TD,50,9,256,2026581012,normal,169.917148,0.0,169.917148,150.426949,2.988817,16.075659,0.0,0.0,6.868966,163.048182,818300,1568.0,6,50,True,12
BSIF,50,9,256,2026581012,normal,12520.235195,0.0,12520.235195,9198.071832,2605.765801,716.131074,0.0,0.0,0.08878,12520.146415,661104,7324.0,1,35,True,12
RPPS-TDC,50,9,256,2026581012,normal,12958.086189,0.0,12958.086189,9070.261899,227.380365,3397.896746,261.019346,0.0,2353.384671,10604.701518,762760,6912.0,8,40,True,12
PRTD,50,9,256,2026581012,normal,23108.71964,0.0,23108.71964,17491.41726,2755.099305,2658.046835,201.835228,0.0,375.847539,22732.872101,809580,7808.0,8,50,True,12
BSIF,50,9,256,2026581013,normal,12223.182981,0.0,12223.182981,8977.669143,2548.281909,696.995457,0.0,0.0,0.084675,12223.098306,661104,7324.0,1,35,True,13
RPPS-TDC,50,9,256,2026581013,normal,12930.511694,0.0,12930.511694,8990.652439,229.474071,3446.73398,262.302843,0.0,2397.199145,10533.312549,762760,6912.0,8,40,True,13
PRTD,50,9,256,2026581013,normal,23442.860385,0.0,23442.860385,17725.361071,2806.382572,2705.322127,203.352864,0.0,383.506952,23059.353433,809580,7808.0,8,50,True,13
IRPP-TD,50,9,256,2026581013,normal,157.141935,0.0,157.141935,138.788024,2.788998,15.173646,0.0,0.0,6.589453,150.552482,818300,1568.0,6,50,True,13
RPPS-TDC,50,9,256,2026581014,normal,13108.603508,0.0,13108.603508,9119.275931,234.028184,3484.537143,269.291545,0.0,2410.425027,10698.178481,762760,6912.0,8,40,True,14
PRTD,50,9,256,2026581014,normal,23430.999629,0.0,23430.999629,17770.181145,2774.128861,2683.398871,200.510359,0.0,379.158204,23051.841425000002,809580,7808.0,8,50,True,14
IRPP-TD,50,9,256,2026581014,normal,154.761109,0.0,154.761109,136.583112,2.735578,15.06039,0.0,0.0,6.479427,148.28168200000002,818300,1568.0,6,50,True,14
BSIF,50,9,256,2026581014,normal,12205.272469,0.0,12205.272469,8958.429316,2549.94198,696.660934,0.0,0.0,0.088041,12205.184427999999,661104,7324.0,1,35,True,14
PRTD,50,9,256,2026581015,normal,23165.718831,0.0,23165.718831,17518.556691,2770.155644,2672.247842,202.424414,0.0,378.215894,22787.502936999997,809580,7808.0,8,50,True,15
IRPP-TD,50,9,256,2026581015,normal,156.947057,0.0,156.947057,138.501694,2.787822,15.244395,0.0,0.0,6.568506,150.378551,818300,1568.0,6,50,True,15
BSIF,50,9,256,2026581015,normal,12544.691705,0.0,12544.691705,9304.988743,2542.918027,696.536567,0.0,0.0,0.100409,12544.591295999999,661104,7324.0,1,35,True,15
RPPS-TDC,50,9,256,2026581015,normal,12811.57527,0.0,12811.57527,8909.929547,224.548534,3418.576372,257.176038,0.0,2338.94944,10472.625829999999,762760,6912.0,8,40,True,15
IRPP-TD,50,9,256,2026581016,normal,153.107804,0.0,153.107804,135.459746,2.705171,14.562883,0.0,0.0,6.140015,146.96778899999998,818300,1568.0,6,50,True,16
BSIF,50,9,256,2026581016,normal,12127.708497,0.0,12127.708497,8846.400434,2584.7373,696.287373,0.0,0.0,0.084609,12127.623888,661104,7324.0,1,35,True,16
RPPS-TDC,50,9,256,2026581016,normal,12892.879174,0.0,12892.879174,8951.27851,231.154909,3444.345953,264.758074,0.0,2384.479151,10508.400023,762760,6912.0,8,40,True,16
PRTD,50,9,256,2026581016,normal,23153.284883,0.0,23153.284883,17549.85398,2740.52021,2661.811625,198.695561,0.0,373.06938,22780.215503,809580,7808.0,8,50,True,16
BSIF,50,9,256,2026581017,normal,12744.496474,0.0,12744.496474,9087.390502,2663.409295,993.448198,0.0,0.0,0.088133,12744.408341,777264,7324.0,1,50,True,17
RPPS-TDC,50,9,256,2026581017,normal,12843.023296,0.0,12843.023296,8966.215962,227.684239,3387.129914,260.598085,0.0,2345.574645,10497.448650999999,762760,6912.0,8,40,True,17
PRTD,50,9,256,2026581017,normal,23438.642844,0.0,23438.642844,17748.944942,2788.043066,2698.974208,200.049132,0.0,380.759758,23057.883086,809580,7808.0,8,50,True,17
IRPP-TD,50,9,256,2026581017,normal,155.635673,0.0,155.635673,137.467831,2.74021,15.011628,0.0,0.0,6.407003,149.22867,818300,1568.0,6,50,True,17
RPPS-TDC,50,9,256,2026581018,normal,12850.945825,0.0,12850.945825,8966.184428,227.205608,3395.214867,261.055671,0.0,2351.383774,10499.562051,762760,6912.0,8,40,True,18
PRTD,50,9,256,2026581018,normal,23126.804172,0.0,23126.804172,17486.791616,2772.09747,2664.722509,200.766676,0.0,378.88426,22747.919912,809580,7808.0,8,50,True,18
IRPP-TD,50,9,256,2026581018,normal,154.919493,0.0,154.919493,136.989588,2.803143,14.729934,0.0,0.0,6.248419,148.67107399999998,818300,1568.0,6,50,True,18
BSIF,50,9,256,2026581018,normal,12227.873009,0.0,12227.873009,8968.629911,2562.086696,696.915226,0.0,0.0,0.086508,12227.786501,661104,7324.0,1,35,True,18
PRTD,50,9,256,2026581019,normal,23123.393278,0.0,23123.393278,17490.200558,2759.047708,2670.346657,201.416945,0.0,378.08894,22745.304337999998,809580,7808.0,8,50,True,19
IRPP-TD,50,9,256,2026581019,normal,165.464421,0.0,165.464421,147.089477,2.775806,15.134378,0.0,0.0,6.582953,158.88146799999998,818300,1568.0,6,50,True,19
BSIF,50,9,256,2026581019,normal,12246.376475,0.0,12246.376475,8990.316569,2557.885436,697.928839,0.0,0.0,0.084305,12246.292169999999,661104,7324.0,1,35,True,19
RPPS-TDC,50,9,256,2026581019,normal,13064.928063,0.0,13064.928063,9109.289661,231.153524,3459.166519,263.742072,0.0,2395.573346,10669.354716999998,762760,6912.0,8,40,True,19
IRPP-TD,50,9,256,2026581020,normal,157.732105,0.0,157.732105,139.154706,2.856054,15.338391,0.0,0.0,6.302197,151.42990799999998,818300,1568.0,6,50,True,20
BSIF,50,9,256,2026581020,normal,12424.852214,0.0,12424.852214,9120.201207,2591.462084,712.916683,0.0,0.0,0.085182,12424.767032,661104,7324.0,1,35,True,20
RPPS-TDC,50,9,256,2026581020,normal,13012.774501,0.0,13012.774501,9093.911628,232.471252,3419.063643,265.783735,0.0,2363.149037,10649.625464,762760,6912.0,8,40,True,20
PRTD,50,9,256,2026581020,normal,23193.485086,0.0,23193.485086,17590.851622,2748.879878,2651.482972,199.918954,0.0,374.847818,22818.637268000002,809580,7808.0,8,50,True,20
BSIF,50,9,256,2026581021,normal,12320.946764,0.0,12320.946764,9049.58497,2569.246973,701.882881,0.0,0.0,0.115739,12320.831025,661104,7324.0,1,35,True,21
RPPS-TDC,50,9,256,2026581021,normal,13013.779313,0.0,13013.779313,9089.083782,233.447713,3422.613256,267.225638,0.0,2361.439995,10652.339317999998,762760,6912.0,8,40,True,21
PRTD,50,9,256,2026581021,normal,23598.083661,0.0,23598.083661,17834.073442,2822.009167,2736.428307,202.741928,0.0,385.289944,23212.793717,809580,7808.0,8,50,True,21
IRPP-TD,50,9,256,2026581021,normal,157.402272,0.0,157.402272,138.969091,2.773307,15.247118,0.0,0.0,6.615611,150.786661,818300,1568.0,6,50,True,21
RPPS-TDC,50,9,256,2026581022,normal,12919.646015,0.0,12919.646015,8994.010396,229.019967,3432.398675,262.908307,0.0,2374.08382,10545.562195,762760,6912.0,8,40,True,22
PRTD,50,9,256,2026581022,normal,23012.601763,0.0,23012.601763,17396.049217,2740.51769,2664.777594,208.834423,0.0,375.715551,22636.886211999998,809580,7808.0,8,50,True,22
IRPP-TD,50,9,256,2026581022,normal,161.645858,0.0,161.645858,142.861484,2.884527,15.510208,0.0,0.0,6.789671,154.856187,818300,1568.0,6,50,True,22
BSIF,50,9,256,2026581022,normal,12390.400603,0.0,12390.400603,9147.5171,2547.039505,695.600472,0.0,0.0,0.08267,12390.317933,661104,7324.0,1,35,True,22
PRTD,50,9,256,2026581023,normal,23190.356069,0.0,23190.356069,17546.668125,2772.28714,2668.471417,200.556957,0.0,377.296522,22813.059547,809580,7808.0,8,50,True,23
IRPP-TD,50,9,256,2026581023,normal,154.996423,0.0,154.996423,137.057736,2.764195,14.754704,0.0,0.0,6.268925,148.727498,818300,1568.0,6,50,True,23
BSIF,50,9,256,2026581023,normal,12225.684052,0.0,12225.684052,8971.853287,2556.064385,697.530987,0.0,0.0,0.084405,12225.599647000001,661104,7324.0,1,35,True,23
RPPS-TDC,50,9,256,2026581023,normal,13017.438345,0.0,13017.438345,9100.302259,228.94582,3425.394347,261.263289,0.0,2381.471154,10635.967191,762760,6912.0,8,40,True,23
IRPP-TD,50,9,256,2026581024,normal,155.614455,0.0,155.614455,137.614763,2.756084,14.854078,0.0,0.0,6.252315,149.36213999999998,818300,1568.0,6,50,True,24
BSIF,50,9,256,2026581024,normal,12255.351712,0.0,12255.351712,8982.127452,2573.978,699.002719,0.0,0.0,0.088381,12255.263331,661104,7324.0,1,35,True,24
RPPS-TDC,50,9,256,2026581024,normal,12872.06827,0.0,12872.06827,8978.882257,228.528609,3402.529313,260.822324,0.0,2357.940409,10514.127861,762760,6912.0,8,40,True,24
PRTD,50,9,256,2026581024,normal,23129.956214,0.0,23129.956214,17497.530104,2764.204503,2663.23225,202.670072,0.0,376.091114,22753.865100000003,809580,7808.0,8,50,True,24
BSIF,50,9,256,2026581025,normal,12435.634255,0.0,12435.634255,9128.913764,2599.901184,706.570919,0.0,0.0,0.085407,12435.548848,661104,7324.0,1,35,True,25
RPPS-TDC,50,9,256,2026581025,normal,13078.279155,0.0,13078.279155,9120.384369,233.038837,3458.678646,264.636304,0.0,2395.339703,10682.939452,762760,6912.0,8,40,True,25
PRTD,50,9,256,2026581025,normal,23537.245694,0.0,23537.245694,17839.645067,2793.700635,2695.656727,205.418225,0.0,381.407916,23155.837778,809580,7808.0,8,50,True,25
IRPP-TD,50,9,256,2026581025,normal,156.494364,0.0,156.494364,138.264393,2.779719,15.05677,0.0,0.0,6.458173,150.036191,818300,1568.0,6,50,True,25
RPPS-TDC,50,9,256,2026581026,normal,13045.108736,0.0,13045.108736,9119.196096,230.551705,3429.854844,263.972261,0.0,2366.403265,10678.705471000001,762760,6912.0,8,40,True,26
PRTD,50,9,256,2026581026,normal,23753.251747,0.0,23753.251747,17970.733784,2831.844225,2740.626901,207.394313,0.0,380.447246,23372.804501,809580,7808.0,8,50,True,26
IRPP-TD,50,9,256,2026581026,normal,165.434753,0.0,165.434753,145.490387,2.949419,16.561387,0.0,0.0,7.12235,158.312403,818300,1568.0,6,50,True,26
BSIF,50,9,256,2026581026,normal,12352.647806,0.0,12352.647806,9075.019649,2574.766144,702.626974,0.0,0.0,0.09119,12352.556616000002,661104,7324.0,1,35,True,26
PRTD,50,9,256,2026581027,normal,23275.660305,0.0,23275.660305,17594.816987,2784.637651,2688.261884,205.606551,0.0,379.492577,22896.167728,809580,7808.0,8,50,True,27
IRPP-TD,50,9,256,2026581027,normal,158.090471,0.0,158.090471,139.563801,2.815699,15.314759,0.0,0.0,6.454008,151.63646300000002,818300,1568.0,7,50,True,27
BSIF,50,9,256,2026581027,normal,12754.82707,0.0,12754.82707,9060.833939,2680.113373,1013.616146,0.0,0.0,0.089828,12754.737242,777264,7324.0,1,50,True,27
RPPS-TDC,50,9,256,2026581027,normal,13093.945179,0.0,13093.945179,9108.348433,229.11082,3492.259571,262.681366,0.0,2429.650823,10664.294356,762760,6912.0,8,40,True,27
IRPP-TD,50,9,256,2026581028,normal,157.156476,0.0,157.156476,138.421787,2.847358,15.497912,0.0,0.0,6.670315,150.486161,818300,1568.0,6,50,True,28
BSIF,50,9,256,2026581028,normal,12840.852688,0.0,12840.852688,9160.30689,2675.217837,1005.092608,0.0,0.0,0.084592,12840.768096000002,777264,7324.0,1,50,True,28
RPPS-TDC,50,9,256,2026581028,normal,12854.640777,0.0,12854.640777,8957.188263,227.999128,3406.645305,261.996993,0.0,2357.819543,10496.821234000001,762760,6912.0,8,40,True,28
PRTD,50,9,256,2026581028,normal,23184.848447,0.0,23184.848447,17532.339876,2771.076561,2675.747454,204.233204,0.0,377.797783,22807.050664000002,809580,7808.0,8,50,True,28
BSIF,50,9,256,2026581029,normal,12264.107187,0.0,12264.107187,9000.128733,2564.631149,699.198591,0.0,0.0,0.083379,12264.023808,661104,7324.0,1,35,True,29
RPPS-TDC,50,9,256,2026581029,normal,13020.663336,0.0,13020.663336,9067.016303,230.983878,3455.349007,266.181214,0.0,2396.542966,10624.12037,762760,6912.0,8,40,True,29
PRTD,50,9,256,2026581029,normal,23596.509319,0.0,23596.509319,17849.461396,2837.293662,2703.321021,203.539156,0.0,382.16294,23214.346379000002,809580,7808.0,8,50,True,29
IRPP-TD,50,9,256,2026581029,normal,159.699792,0.0,159.699792,141.209278,2.816745,15.21419,0.0,0.0,6.526883,153.172909,818300,1568.0,6,50,True,29
IRPP-TD,27,9,256,2035081000,proactive,63.451862,0.0,63.451862,43.713591,1.589707,9.311569,0.0,8.59295,4.181011,59.270851,337486,1568.0,6,27,True,0
IRPP-TD,27,9,256,2035081000,challenged,64.224482,0.0,64.224482,43.970694,1.687456,9.202646,0.0,9.114046,4.108048,60.116434,337678,1568.0,6,27,True,0
IRPP-TD,27,9,256,2035081000,delayed,64.817759,500.0,564.817759,44.811524,1.593023,9.420149,0.0,8.710561,4.078749,60.73900999999999,337678,1568.0,6,27,True,0
