scenario,trial,nrmse,angular_available,retained_rate
unpartitioned-two-regime,515,0.16585363073613227,1.0,1.0
context-partitioned,515,0.007700563538121185,1.0,1.0
single-regime,516,0.005131833943390979,1.0,1.0
unpartitioned-two-regime,516,0.16609983673040243,1.0,1.0
context-partitioned,516,0.00815166969472091,1.0,1.0
single-regime,517,0.002998609268407486,1.0,1.0
unpartitioned-two-regime,517,0.16670789253148485,1.0,1.0
context-partitioned,517,0.0068695830529830046,1.0,1.0
single-regime,518,0.005680246230394599,1.0,1.0
unpartitioned-two-regime,518,0.16336678843250527,1.0,1.0
context-partitioned,518,0.009777043839896415,1.0,1.0
single-regime,519,0.005517506145286458,1.0,1.0
unpartitioned-two-regime,519,0.16448438871313595,1.0,1.0
context-partitioned,519,0.009705502209835456,1.0,1.0
single-regime,520,0.007928405564459682,1.0,1.0
unpartitioned-two-regime,520,0.16440839895699325,1.0,1.0
context-partitioned,520,0.008598190775379442,1.0,1.0
single-regime,521,0.004984552675263049,1.0,1.0
unpartitioned-two-regime,521,0.16379389089063975,1.0,1.0
context-partitioned,521,0.010643374081231517,1.0,1.0
single-regime,522,0.003965909443107508,1.0,1.0
unpartitioned-two-regime,522,0.15081408269288718,1.0,0.975
context-partitioned,522,0.006729641981584444,1.0,1.0
single-regime,523,0.00737027489822064,1.0,1.0
unpartitioned-two-regime,523,0.16638279941275466,1.0,1.0
context-partitioned,523,0.009299947130529661,1.0,1.0
single-regime,524,0.005465927313004794,1.0,1.0
unpartitioned-two-regime,524,0.16565956656230763,1.0,1.0
context-partitioned,524,0.007113853946329563,1.0,1.0
single-regime,525,0.006418347281424546,1.0,1.0
unpartitioned-two-regime,525,0.15005618248323252,1.0,0.975
context-partitioned,525,0.007144537042367068,1.0,1.0
single-regime,526,0.0052305294682743605,1.0,1.0
unpartitioned-two-regime,526,0.16509790385062081,1.0,1.0
context-partitioned,526,0.007881230181645472,1.0,1.0
single-regime,527,0.007533278856221813,1.0,1.0
unpartitioned-two-regime,527,0.16405871236181097,1.0,1.0
context-partitioned,527,0.00953112239989698,1.0,1.0
single-regime,528,0.005643615519909519,1.0,1.0
unpartitioned-two-regime,528,0.16535994837333243,1.0,1.0
context-partitioned,528,0.010759218742284946,1.0,1.0
single-regime,529,0.006570345428184872,1.0,1.0
unpartitioned-two-regime,529,0.1486472261269052,1.0,0.975
context-partitioned,529,0.010855625460026521,1.0,1.0
single-regime,530,0.00711219143681466,1.0,1.0
unpartitioned-two-regime,530,0.1325339087438227,1.0,0.95
context-partitioned,530,0.00972990574763257,1.0,1.0
single-regime,531,0.006246702977525618,1.0,1.0
unpartitioned-two-regime,531,0.16533326923538552,1.0,1.0
context-partitioned,531,0.008746281153289272,1.0,1.0
single-regime,532,0.007727341910027055,1.0,1.0
unpartitioned-two-regime,532,0.13985021631442995,1.0,0.975
context-partitioned,532,0.009156090598258504,1.0,1.0
single-regime,533,0.00659230933948337,1.0,1.0
unpartitioned-two-regime,533,0.16398876381231978,1.0,1.0
context-partitioned,533,0.006776995017084285,1.0,1.0
single-regime,534,0.007380747664838604,1.0,1.0
unpartitioned-two-regime,534,0.16668329665142065,1.0,1.0
context-partitioned,534,0.0073290395999530645,1.0,1.0
single-regime,535,0.004787662159523794,1.0,1.0
unpartitioned-two-regime,535,0.1518326867753633,1.0,0.975
context-partitioned,535,0.012401303049611088,1.0,1.0
single-regime,536,0.00525740922672387,1.0,1.0
unpartitioned-two-regime,536,0.16664421470438182,1.0,1.0
context-partitioned,536,0.006523047692572524,1.0,1.0
single-regime,537,0.008568359904939074,1.0,1.0
unpartitioned-two-regime,537,0.1654305444294324,1.0,1.0
context-partitioned,537,0.008256974106904104,1.0,1.0
single-regime,538,0.008380279336218571,1.0,1.0
unpartitioned-two-regime,538,0.15082126090312106,1.0,0.975
context-partitioned,538,0.008281391688809557,1.0,1.0
single-regime,539,0.006675964581663041,1.0,1.0
unpartitioned-two-regime,539,0.1658196744589263,1.0,1.0
context-partitioned,539,0.009758733655685201,1.0,1.0
single-regime,540,0.00592633622459194,1.0,1.0
unpartitioned-two-regime,540,0.1645602907548916,1.0,1.0
context-partitioned,540,0.0067189344497907404,1.0,1.0
single-regime,541,0.00432814579991246,1.0,1.0
unpartitioned-two-regime,541,0.16658473299052345,1.0,1.0
context-partitioned,541,0.010325618730946645,1.0,1.0
single-regime,542,0.006693734037226971,1.0,1.0
unpartitioned-two-regime,542,0.16630294842737003,1.0,1.0
context-partitioned,542,0.005714054418814049,1.0,1.0
single-regime,543,0.004478055746578137,1.0,1.0
unpartitioned-two-regime,543,0.14679679683359892,1.0,0.925
context-partitioned,543,0.008083218423853948,1.0,1.0
single-regime,544,0.006183049815560205,1.0,1.0
unpartitioned-two-regime,544,0.14887858721612565,1.0,0.975
context-partitioned,544,0.00864127351287131,1.0,1.0
single-regime,545,0.0060489369058137725,1.0,1.0
unpartitioned-two-regime,545,0.1630277233814379,1.0,1.0
context-partitioned,545,0.010388322086311578,1.0,1.0
single-regime,546,0.005837944685204155,1.0,1.0
unpartitioned-two-regime,546,0.163943590908245,1.0,1.0
context-partitioned,546,0.011155600508728308,1.0,1.0
single-regime,547,0.005400150810780228,1.0,1.0
unpartitioned-two-regime,547,0.16565870661292234,1.0,0.95
context-partitioned,547,0.008451542924292503,1.0,1.0
single-regime,548,0.004599065508885139,1.0,1.0
unpartitioned-two-regime,548,0.16666295697209355,1.0,1.0
context-partitioned,548,0.010840906476462955,1.0,1.0
single-regime,549,0.005933882545122059,1.0,1.0
unpartitioned-two-regime,549,0.16663080796029142,1.0,1.0
context-partitioned,549,0.008276770033769492,1.0,1.0
single-regime,550,0.0044168485591643235,1.0,1.0
unpartitioned-two-regime,550,0.16409819010098328,1.0,1.0
context-partitioned,550,0.007022956448823551,1.0,1.0
single-regime,551,0.007623858525773013,1.0,1.0
unpartitioned-two-regime,551,0.16433789014445857,1.0,1.0
context-partitioned,551,0.006197302607257935,1.0,1.0
single-regime,552,0.004519725411343548,1.0,1.0
unpartitioned-two-regime,552,0.1655558066469939,1.0,1.0
context-partitioned,552,0.009264742783255696,1.0,1.0
single-regime,553,0.007841266890559655,1.0,1.0
unpartitioned-two-regime,553,0.16430882671897065,1.0,1.0
context-partitioned,553,0.00822072178244403,1.0,1.0
single-regime,554,0.0068863195977089085,1.0,1.0
unpartitioned-two-regime,554,0.1483827229960841,1.0,0.975
context-partitioned,554,0.006046815384998565,1.0,1.0
single-regime,555,0.0049660389969367145,1.0,1.0
unpartitioned-two-regime,555,0.15067983636916865,1.0,0.975
context-partitioned,555,0.007434345997654712,1.0,1.0
single-regime,556,0.006229790551286745,1.0,1.0
unpartitioned-two-regime,556,0.14627357823614753,1.0,0.975
context-partitioned,556,0.008825262781498394,1.0,1.0
single-regime,557,0.005809347035087439,1.0,1.0
unpartitioned-two-regime,557,0.1633005195322149,1.0,1.0
context-partitioned,557,0.00802729432144322,1.0,1.0
single-regime,558,0.005218635619175488,1.0,1.0
unpartitioned-two-regime,558,0.16666783839154345,1.0,1.0
context-partitioned,558,0.00966408567044821,1.0,1.0
single-regime,559,0.00396480414763897,1.0,1.0
unpartitioned-two-regime,559,0.14845253504947437,1.0,0.975
context-partitioned,559,0.008447020061076832,1.0,1.0
single-regime,560,0.005393560161840894,1.0,1.0
unpartitioned-two-regime,560,0.1648050563705207,1.0,1.0
context-partitioned,560,0.009313541791800752,1.0,1.0
single-regime,561,0.004968186727873444,1.0,1.0
unpartitioned-two-regime,561,0.16544783573548075,1.0,1.0
context-partitioned,561,0.007013584930149726,1.0,1.0
single-regime,562,0.006456407872048052,1.0,1.0
unpartitioned-two-regime,562,0.14734215041129933,1.0,0.975
context-partitioned,562,0.009309232276261096,1.0,1.0
single-regime,563,0.007003932577340905,1.0,1.0
unpartitioned-two-regime,563,0.15271375325100786,1.0,0.975
context-partitioned,563,0.008719864306289762,1.0,1.0
single-regime,564,0.005279554970632968,1.0,1.0
unpartitioned-two-regime,564,0.16427926834901851,1.0,1.0
context-partitioned,564,0.010822824778007088,1.0,1.0
single-regime,565,0.005717827108982804,1.0,1.0
unpartitioned-two-regime,565,0.16552538124069796,1.0,1.0
context-partitioned,565,0.005218479704768125,1.0,1.0
single-regime,566,0.004698082431790406,1.0,1.0
unpartitioned-two-regime,566,0.16660418622830672,1.0,1.0
context-partitioned,566,0.007275956257710894,1.0,1.0
single-regime,567,0.0054638065503281085,1.0,1.0
unpartitioned-two-regime,567,0.16377051797309838,1.0,1.0
context-partitioned,567,0.01037773733809548,1.0,1.0
single-regime,568,0.006994373750328824,1.0,1.0
unpartitioned-two-regime,568,0.14419862411231704,1.0,0.975
context-partitioned,568,0.008646225056898906,1.0,1.0
single-regime,569,0.009384196332662905,1.0,1.0
unpartitioned-two-regime,569,0.14500817342189543,1.0,0.975
context-partitioned,569,0.009647400070391261,1.0,1.0
single-regime,570,0.006977844563650062,1.0,1.0
unpartitioned-two-regime,570,0.16522912883801308,1.0,1.0
context-partitioned,570,0.009103409973674342,1.0,1.0
single-regime,571,0.00669624197843318,1.0,1.0
unpartitioned-two-regime,571,0.1656165873356097,1.0,1.0
context-partitioned,571,0.011392011550351015,1.0,1.0
single-regime,572,0.004953667170356209,1.0,1.0
unpartitioned-two-regime,572,0.16422474469043993,1.0,1.0
context-partitioned,572,0.006625679967847619,1.0,1.0
single-regime,573,0.006170560383747108,1.0,1.0
unpartitioned-two-regime,573,0.1653135072708644,1.0,1.0
context-partitioned,573,0.008700555874541112,1.0,1.0
single-regime,574,0.006938068039832188,1.0,1.0
unpartitioned-two-regime,574,0.1655959702286336,1.0,1.0
context-partitioned,574,0.009083457685553286,1.0,1.0
single-regime,575,0.005662356108974374,1.0,1.0
unpartitioned-two-regime,575,0.1619832567416062,1.0,1.0
context-partitioned,575,0.009033540989481972,1.0,1.0
single-regime,576,0.00708133027111008,1.0,1.0
unpartitioned-two-regime,576,0.16423942202556316,1.0,1.0
context-partitioned,576,0.009074277498911345,1.0,1.0
single-regime,577,0.005893058273359986,1.0,1.0
unpartitioned-two-regime,577,0.16530171778210398,1.0,1.0
context-partitioned,577,0.009022743950322949,1.0,1.0
single-regime,578,0.00579955723745484,1.0,1.0
unpartitioned-two-regime,578,0.14628558003982076,1.0,0.975
context-partitioned,578,0.008734325290822811,1.0,1.0
single-regime,579,0.0033103474740263897,1.0,1.0
unpartitioned-two-regime,579,0.16432076157935094,1.0,1.0
context-partitioned,579,0.008612503920356241,1.0,1.0
single-regime,580,0.0065683843528373765,1.0,1.0
unpartitioned-two-regime,580,0.15145319762215712,1.0,0.975
context-partitioned,580,0.008318951658347243,1.0,1.0
single-regime,581,0.0056381353662918665,1.0,1.0
unpartitioned-two-regime,581,0.147502556736861,1.0,0.975
context-partitioned,581,0.007213604484782805,1.0,1.0
single-regime,582,0.0033879529291077713,1.0,1.0
unpartitioned-two-regime,582,0.1663150184278219,1.0,0.95
context-partitioned,582,0.008175721229319718,1.0,1.0
single-regime,583,0.009096168154761485,1.0,1.0
unpartitioned-two-regime,583,0.16664985252571643,1.0,1.0
context-partitioned,583,0.009033086599703831,1.0,1.0
single-regime,584,0.006736364633965077,1.0,1.0
unpartitioned-two-regime,584,0.16523622773652422,1.0,1.0
context-partitioned,584,0.010735470818732221,1.0,1.0
single-regime,585,0.008277758745116113,1.0,1.0
unpartitioned-two-regime,585,0.1659788445322756,1.0,1.0
context-partitioned,585,0.008247635970590014,1.0,1.0
single-regime,586,0.006329195748648517,1.0,1.0
unpartitioned-two-regime,586,0.16607390540692823,1.0,1.0
context-partitioned,586,0.011365510275183642,1.0,1.0
single-regime,587,0.006401971322720607,1.0,1.0
unpartitioned-two-regime,587,0.14591608781523122,1.0,0.975
context-partitioned,587,0.007848012734679707,1.0,1.0
single-regime,588,0.007255075694959563,1.0,1.0
unpartitioned-two-regime,588,0.1632971240477564,1.0,1.0
context-partitioned,588,0.010441752385363165,1.0,1.0
single-regime,589,0.004087921574719054,1.0,1.0
unpartitioned-two-regime,589,0.14748568047224384,1.0,0.975
context-partitioned,589,0.0072441801613690095,1.0,1.0
single-regime,590,0.008428268360176697,1.0,1.0
unpartitioned-two-regime,590,0.16680894540899893,1.0,1.0
context-partitioned,590,0.01055133779588007,1.0,1.0
single-regime,591,0.008092727658782524,1.0,1.0
unpartitioned-two-regime,591,0.164340376404988,1.0,1.0
context-partitioned,591,0.010021407075795671,1.0,1.0
single-regime,592,0.00744171884697943,1.0,1.0
unpartitioned-two-regime,592,0.16603782331570252,1.0,1.0
context-partitioned,592,0.00998091627971873,1.0,1.0
single-regime,593,0.007826512065170517,1.0,1.0
unpartitioned-two-regime,593,0.16625883777556272,1.0,1.0
context-partitioned,593,0.008735136002473349,1.0,1.0
single-regime,594,0.008173293265016495,1.0,1.0
unpartitioned-two-regime,594,0.1648048221933588,1.0,1.0
context-partitioned,594,0.009081059793731952,1.0,1.0
single-regime,595,0.005519484586839252,1.0,1.0
unpartitioned-two-regime,595,0.16666692240642725,1.0,1.0
context-partitioned,595,0.008659848542624736,1.0,0.975
single-regime,596,0.003946403503474709,1.0,1.0
unpartitioned-two-regime,596,0.1666547827090771,1.0,1.0
context-partitioned,596,0.006823452465765677,1.0,1.0
single-regime,597,0.004663265430774145,1.0,1.0
unpartitioned-two-regime,597,0.165382063898841,1.0,1.0
context-partitioned,597,0.008189523766630846,1.0,1.0
single-regime,598,0.002567617059035172,1.0,1.0
unpartitioned-two-regime,598,0.16586187441623376,1.0,1.0
context-partitioned,598,0.007100561263267525,1.0,1.0
single-regime,599,0.0041508936858212575,1.0,1.0
unpartitioned-two-regime,599,0.16663504413883215,1.0,1.0
context-partitioned,599,0.00955978735076621,1.0,1.0
single-regime,600,0.004317435106178408,1.0,1.0
unpartitioned-two-regime,600,0.16624420475577933,1.0,1.0
context-partitioned,600,0.004849992038821081,1.0,1.0
single-regime,601,0.006221492589852874,1.0,1.0
unpartitioned-two-regime,601,0.16475160571673794,1.0,1.0
context-partitioned,601,0.00940257696026877,1.0,1.0
single-regime,602,0.005744523693840462,1.0,1.0
unpartitioned-two-regime,602,0.1649558443335364,1.0,1.0
context-partitioned,602,0.00878718333084592,1.0,1.0
single-regime,603,0.007270405528677443,1.0,1.0
unpartitioned-two-regime,603,0.16324945730849796,1.0,1.0
context-partitioned,603,0.007865212357493552,1.0,1.0
single-regime,604,0.005991553529978841,1.0,1.0
unpartitioned-two-regime,604,0.1656636625812311,1.0,1.0
context-partitioned,604,0.011178943443997544,1.0,1.0
single-regime,605,0.006509694750002016,1.0,1.0
unpartitioned-two-regime,605,0.16632799903948617,1.0,1.0
context-partitioned,605,0.011256183420973294,1.0,1.0
single-regime,606,0.004488504752968742,1.0,1.0
unpartitioned-two-regime,606,0.16234974786388354,1.0,1.0
context-partitioned,606,0.008861957849204884,1.0,1.0
single-regime,607,0.004992995583596508,1.0,1.0
unpartitioned-two-regime,607,0.16467591736876439,1.0,1.0
context-partitioned,607,0.006435962124535533,1.0,1.0
single-regime,608,0.00854139328043022,1.0,1.0
unpartitioned-two-regime,608,0.1653538730841953,1.0,1.0
context-partitioned,608,0.006434917877351619,1.0,1.0
single-regime,609,0.00715895337863333,1.0,1.0
unpartitioned-two-regime,609,0.16503547907103758,1.0,1.0
context-partitioned,609,0.01277217503151342,1.0,1.0
single-regime,610,0.007259581884656789,1.0,1.0
unpartitioned-two-regime,610,0.16468053542297148,1.0,1.0
context-partitioned,610,0.007715959228963325,1.0,1.0
single-regime,611,0.006332311342606335,1.0,1.0
unpartitioned-two-regime,611,0.1666453232340476,1.0,1.0
context-partitioned,611,0.007826671235488018,1.0,1.0
single-regime,612,0.005953861889405876,1.0,1.0
unpartitioned-two-regime,612,0.1633163272594451,1.0,1.0
context-partitioned,612,0.008040407056195365,1.0,1.0
single-regime,613,0.009962036937305602,1.0,1.0
unpartitioned-two-regime,613,0.16545641566326627,1.0,1.0
context-partitioned,613,0.008542308023121432,1.0,1.0
single-regime,614,0.007677871501005857,1.0,1.0
unpartitioned-two-regime,614,0.162543425349193,1.0,1.0
context-partitioned,614,0.009183119828443614,1.0,1.0
single-regime,615,0.005998189836421131,1.0,1.0
unpartitioned-two-regime,615,0.16325767472897074,1.0,1.0
context-partitioned,615,0.008768665353464593,1.0,1.0
single-regime,616,0.004694644505786764,1.0,1.0
unpartitioned-two-regime,616,0.16667652540636257,1.0,1.0
context-partitioned,616,0.008122135208057813,1.0,1.0
single-regime,617,0.0037072362368418196,1.0,1.0
unpartitioned-two-regime,617,0.14968405623458048,1.0,0.975
context-partitioned,617,0.007720331783196743,1.0,1.0
single-regime,618,0.006243030902450226,1.0,1.0
unpartitioned-two-regime,618,0.1662066072883228,1.0,1.0
context-partitioned,618,0.010376142279782029,1.0,1.0
single-regime,619,0.004327416412940676,1.0,1.0
unpartitioned-two-regime,619,0.16676442543991085,1.0,1.0
context-partitioned,619,0.009877865700580269,1.0,1.0
single-regime,620,0.007438934227380949,1.0,1.0
unpartitioned-two-regime,620,0.16413594452574679,1.0,1.0
context-partitioned,620,0.008034930290048403,1.0,1.0
single-regime,621,0.007875230380915539,1.0,1.0
unpartitioned-two-regime,621,0.16387647690076748,1.0,1.0
context-partitioned,621,0.008896949101242824,1.0,1.0
single-regime,622,0.007400901879072135,1.0,1.0
unpartitioned-two-regime,622,0.14928985006729803,1.0,0.975
context-partitioned,622,0.00950941820831097,1.0,1.0
single-regime,623,0.005411677404554913,1.0,1.0
unpartitioned-two-regime,623,0.16407237639407882,1.0,1.0
context-partitioned,623,0.009381387732624447,1.0,1.0
single-regime,624,0.004776571799272251,1.0,1.0
unpartitioned-two-regime,624,0.16341556750197037,1.0,1.0
context-partitioned,624,0.009365004368325972,1.0,1.0
single-regime,625,0.006238947854622289,1.0,1.0
unpartitioned-two-regime,625,0.14286979666299787,1.0,0.975
context-partitioned,625,0.009388456169248487,1.0,1.0
single-regime,626,0.007593049929188889,1.0,1.0
unpartitioned-two-regime,626,0.165873083833827,1.0,1.0
context-partitioned,626,0.011441038986236392,1.0,1.0
single-regime,627,0.007145457908447086,1.0,1.0
unpartitioned-two-regime,627,0.14904863837860624,1.0,0.975
context-partitioned,627,0.007739769963423421,1.0,1.0
single-regime,628,0.004506175793157311,1.0,1.0
unpartitioned-two-regime,628,0.16478989296086205,1.0,1.0
context-partitioned,628,0.010875849706468432,1.0,1.0
single-regime,629,0.007163986528591789,1.0,1.0
unpartitioned-two-regime,629,0.14490699852727426,1.0,0.975
context-partitioned,629,0.007958947536905459,1.0,1.0
single-regime,630,0.006168715114684787,1.0,1.0
unpartitioned-two-regime,630,0.1656645852232662,1.0,1.0
context-partitioned,630,0.00966649561230716,1.0,1.0
single-regime,631,0.005616104714160418,1.0,1.0
unpartitioned-two-regime,631,0.16588100801417682,1.0,1.0
context-partitioned,631,0.008151615057117985,1.0,1.0
single-regime,632,0.0034538308043724677,1.0,1.0
unpartitioned-two-regime,632,0.1464628352531682,1.0,0.975
context-partitioned,632,0.007415891951588667,1.0,1.0
single-regime,633,0.008519519523132612,1.0,1.0
unpartitioned-two-regime,633,0.1666256850248581,1.0,1.0
context-partitioned,633,0.011570146865947735,1.0,1.0
single-regime,634,0.007825028284269356,1.0,1.0
unpartitioned-two-regime,634,0.16411711399875348,1.0,1.0
context-partitioned,634,0.005928345968518368,1.0,1.0
single-regime,635,0.0069991529476987925,1.0,1.0
unpartitioned-two-regime,635,0.1657408973961805,1.0,1.0
context-partitioned,635,0.009159513134204118,1.0,1.0
single-regime,636,0.007175765712993123,1.0,1.0
unpartitioned-two-regime,636,0.1649936232703618,1.0,1.0
context-partitioned,636,0.007375984128633144,1.0,1.0
single-regime,637,0.005653496694749999,1.0,1.0
unpartitioned-two-regime,637,0.16493052971472616,1.0,1.0
context-partitioned,637,0.008180659980345234,1.0,1.0
single-regime,638,0.005286917454690372,1.0,1.0
unpartitioned-two-regime,638,0.16626790373935216,1.0,1.0
context-partitioned,638,0.008922637314924112,1.0,1.0
single-regime,639,0.0029244243874785585,1.0,1.0
unpartitioned-two-regime,639,0.12948553971055587,1.0,0.95
context-partitioned,639,0.009129230553588228,1.0,0.975
single-regime,640,0.006764997099187555,1.0,1.0
unpartitioned-two-regime,640,0.1642515431594075,1.0,1.0
context-partitioned,640,0.008842155698971016,1.0,1.0
single-regime,641,0.005726857017852825,1.0,1.0
unpartitioned-two-regime,641,0.1653834541143648,1.0,1.0
context-partitioned,641,0.007309619343382583,1.0,1.0
single-regime,642,0.007665487724780433,1.0,1.0
unpartitioned-two-regime,642,0.16626641354015995,1.0,1.0
context-partitioned,642,0.009444008062582407,1.0,1.0
single-regime,643,0.006993374735712468,1.0,1.0
unpartitioned-two-regime,643,0.16566335260761103,1.0,1.0
context-partitioned,643,0.006863143530305297,1.0,1.0
single-regime,644,0.007757535598552487,1.0,1.0
unpartitioned-two-regime,644,0.1665104819160913,1.0,1.0
context-partitioned,644,0.009266046961166586,1.0,1.0
single-regime,645,0.005910131492325496,1.0,1.0
unpartitioned-two-regime,645,0.1654042914753087,1.0,1.0
context-partitioned,645,0.011092755391421502,1.0,1.0
single-regime,646,0.006167908014607232,1.0,1.0
unpartitioned-two-regime,646,0.14537274274395628,1.0,0.975
context-partitioned,646,0.012452590842267176,1.0,1.0
single-regime,647,0.007893097142612023,1.0,1.0
unpartitioned-two-regime,647,0.16477618177399272,1.0,1.0
context-partitioned,647,0.007453581150015806,1.0,1.0
single-regime,648,0.0052765875563313995,1.0,1.0
unpartitioned-two-regime,648,0.16434603105310816,1.0,1.0
context-partitioned,648,0.009478432385693243,1.0,1.0
single-regime,649,0.006123830996124617,1.0,1.0
unpartitioned-two-regime,649,0.14978147409752648,1.0,0.975
context-partitioned,649,0.008439827974144104,1.0,1.0
single-regime,650,0.008424081802549561,1.0,1.0
unpartitioned-two-regime,650,0.16666168005252902,1.0,1.0
context-partitioned,650,0.009072364420339141,1.0,1.0
single-regime,651,0.004021269800167096,1.0,1.0
unpartitioned-two-regime,651,0.1650113042215045,1.0,1.0
context-partitioned,651,0.007899732489630119,1.0,1.0
single-regime,652,0.0067754230736410265,1.0,1.0
unpartitioned-two-regime,652,0.14840261747309133,1.0,0.975
context-partitioned,652,0.00724210790969724,1.0,1.0
single-regime,653,0.0076437403627372625,1.0,1.0
unpartitioned-two-regime,653,0.1656218170643514,1.0,1.0
context-partitioned,653,0.011643189586486923,1.0,1.0
single-regime,654,0.003303370160772683,1.0,1.0
unpartitioned-two-regime,654,0.16465207110441268,1.0,1.0
context-partitioned,654,0.009788451368597424,1.0,1.0
single-regime,655,0.00700006207091064,1.0,1.0
unpartitioned-two-regime,655,0.16645950950688898,1.0,1.0
context-partitioned,655,0.007820090219183855,1.0,1.0
single-regime,656,0.006472935617066096,1.0,1.0
unpartitioned-two-regime,656,0.14889404997727473,1.0,0.975
context-partitioned,656,0.009858876538490305,1.0,1.0
single-regime,657,0.003396026811730677,1.0,1.0
unpartitioned-two-regime,657,0.16324913159618465,1.0,1.0
context-partitioned,657,0.006091500252517994,1.0,1.0
single-regime,658,0.006220510092357741,1.0,1.0
unpartitioned-two-regime,658,0.16354534345374497,1.0,0.95
context-partitioned,658,0.008309735677565612,1.0,1.0
single-regime,659,0.005578372115209299,1.0,1.0
unpartitioned-two-regime,659,0.16602466923828568,1.0,1.0
context-partitioned,659,0.007600663129953012,1.0,1.0
single-regime,660,0.007003524451654085,1.0,1.0
unpartitioned-two-regime,660,0.14750869824505977,1.0,0.975
context-partitioned,660,0.00751506549403793,1.0,1.0
single-regime,661,0.0055971061609646775,1.0,1.0
unpartitioned-two-regime,661,0.14592098676644769,1.0,0.975
context-partitioned,661,0.00894833092012572,1.0,1.0
single-regime,662,0.006026444482707627,1.0,1.0
unpartitioned-two-regime,662,0.1510170120056447,1.0,0.975
context-partitioned,662,0.00772265259533563,1.0,1.0
single-regime,663,0.006864494807384016,1.0,1.0
unpartitioned-two-regime,663,0.16654096485835104,1.0,1.0
context-partitioned,663,0.007874755625256545,1.0,1.0
single-regime,664,0.006223237375612463,1.0,1.0
unpartitioned-two-regime,664,0.16535431841326084,1.0,1.0
context-partitioned,664,0.01077089712622157,1.0,1.0
single-regime,665,0.005821347401680819,1.0,1.0
unpartitioned-two-regime,665,0.16626674727334623,1.0,1.0
context-partitioned,665,0.009848903192211926,1.0,1.0
single-regime,666,0.00529588080153414,1.0,1.0
unpartitioned-two-regime,666,0.16517498076810389,1.0,1.0
context-partitioned,666,0.008634772756312642,1.0,1.0
single-regime,667,0.005486437569551296,1.0,1.0
unpartitioned-two-regime,667,0.16568063169011057,1.0,1.0
context-partitioned,667,0.011063652251920067,1.0,1.0
single-regime,668,0.0055435530658463905,1.0,1.0
unpartitioned-two-regime,668,0.1661525464648599,1.0,1.0
context-partitioned,668,0.009407632833652644,1.0,1.0
single-regime,669,0.005638355384102649,1.0,1.0
unpartitioned-two-regime,669,0.16651512474313557,1.0,1.0
context-partitioned,669,0.008545877457754026,1.0,1.0
single-regime,670,0.004810916826572515,1.0,1.0
unpartitioned-two-regime,670,0.16512740105879015,1.0,1.0
context-partitioned,670,0.008470244942529633,1.0,1.0
single-regime,671,0.007169703016486788,1.0,1.0
unpartitioned-two-regime,671,0.16322114437208193,1.0,1.0
context-partitioned,671,0.009302171215557107,1.0,1.0
single-regime,672,0.004270489613302599,1.0,1.0
unpartitioned-two-regime,672,0.16671233700093288,1.0,1.0
context-partitioned,672,0.007789512385599943,1.0,1.0
single-regime,673,0.007672341956199198,1.0,1.0
unpartitioned-two-regime,673,0.16517013768930186,1.0,1.0
context-partitioned,673,0.00657989658345299,1.0,1.0
single-regime,674,0.00999686596840079,1.0,1.0
unpartitioned-two-regime,674,0.15106228796964763,1.0,0.975
context-partitioned,674,0.007405001281882252,1.0,1.0
single-regime,675,0.007054044368635077,1.0,1.0
unpartitioned-two-regime,675,0.16630053798922026,1.0,1.0
context-partitioned,675,0.01083687581630095,1.0,1.0
single-regime,676,0.0058147886352620795,1.0,1.0
unpartitioned-two-regime,676,0.1646986952890945,1.0,1.0
context-partitioned,676,0.007007243546831276,1.0,1.0
single-regime,677,0.006897197839490117,1.0,1.0
unpartitioned-two-regime,677,0.16452620626046258,1.0,1.0
context-partitioned,677,0.00817764494618882,1.0,1.0
single-regime,678,0.007529617149894097,1.0,1.0
unpartitioned-two-regime,678,0.16494081305364228,1.0,1.0
context-partitioned,678,0.009716685281743707,1.0,1.0
single-regime,679,0.004757722434478286,1.0,1.0
unpartitioned-two-regime,679,0.14433144842986612,1.0,0.975
context-partitioned,679,0.011266015328054942,1.0,1.0
single-regime,680,0.006779406463597351,1.0,1.0
unpartitioned-two-regime,680,0.1653277438393632,1.0,1.0
context-partitioned,680,0.007757354448909085,1.0,1.0
single-regime,681,0.007628859022696631,1.0,1.0
unpartitioned-two-regime,681,0.16591435333428872,1.0,1.0
context-partitioned,681,0.009366480788951248,1.0,1.0
single-regime,682,0.005744530639997442,1.0,1.0
unpartitioned-two-regime,682,0.146882272231729,1.0,0.975
context-partitioned,682,0.009084761521825873,1.0,1.0
single-regime,683,0.006457558265073343,1.0,1.0
unpartitioned-two-regime,683,0.15070587039252628,1.0,0.975
context-partitioned,683,0.009257848368886174,1.0,1.0
single-regime,684,0.005470601845168754,1.0,1.0
unpartitioned-two-regime,684,0.1447767810176761,1.0,0.975
context-partitioned,684,0.010944149533227789,1.0,1.0
single-regime,685,0.006293651656343639,1.0,1.0
unpartitioned-two-regime,685,0.16455472400823862,1.0,1.0
context-partitioned,685,0.008152101936581078,1.0,1.0
single-regime,686,0.0066778487515100704,1.0,1.0
unpartitioned-two-regime,686,0.16516637908016105,1.0,1.0
context-partitioned,686,0.006613483733966241,1.0,1.0
single-regime,687,0.00476242858920474,1.0,1.0
