protocol,n,dimension,payload_bytes,seed,audit_mode,offchain_active_ms,declared_wait_ms,offchain_final_ms,worker_ms,tp_sp_cloudA_ms,dr_cloudB_ms,rb_rc_ta_ms,auditor_ms,analytics_ms,crypto_and_protocol_ms,traffic_task_bytes,traffic_report_bytes,iterations,retained_count,valid,run,chain_active_ms,tx_count,confirm_median_ms,confirm_p95_ms,ledger_bytes_task,gas_used,e2e_active_ms,e2e_final_ms,total_traffic_task_bytes
RPPS-TDC,39,9,256,2026471013,normal,10209.687417,0.0,10209.687417,7064.53065,223.781846,2713.096013,207.069491,0.0,1869.58594,8340.101477,596540,6912.0,8,32,True,13,42161.058989,83.0,501.775331,557.161496,287106.0,44076270.0,52370.746406,52370.746406,883646.0
PRTD,39,9,256,2026471013,normal,18489.835918,0.0,18489.835918,13686.561146,2482.439575,2162.297813,156.483722,0.0,376.79522,18113.040698,643744,7808.0,8,39,True,13,,,,,,,18489.835918,18489.835918,643744.0
IRPP-TD,39,9,256,2026471013,normal,100.395183,0.0,100.395183,85.42907,2.305001,12.312898,0.0,0.0,5.268955,95.126228,555906,1568.0,7,39,True,13,22246.300963,43.0,502.014077,598.649202,12427.0,1187667.0,22346.696146000002,22846.696146000002,568333.0
RPPS-TDC,39,9,256,2026471014,normal,10107.920272,0.0,10107.920272,7016.941526,218.40245,2667.389795,204.131982,0.0,1840.242223,8267.678049,596540,6912.0,9,32,True,14,42093.441532,83.0,501.346929,542.580909,287106.0,44076270.0,52201.361804,52201.361804,883646.0
PRTD,39,9,256,2026471014,normal,18484.707367,0.0,18484.707367,13682.403298,2480.205375,2162.863057,157.20431,0.0,376.704989,18108.002378,643744,7808.0,8,39,True,14,,,,,,,18484.707367,18484.707367,643744.0
IRPP-TD,39,9,256,2026471014,normal,101.814581,0.0,101.814581,86.220062,2.31825,12.922904,0.0,0.0,5.6341,96.180481,555906,1568.0,7,39,True,14,21718.734019,43.0,502.119354,534.693931,12427.0,1187667.0,21820.5486,22320.5486,568333.0
BSIF,39,9,256,2026471014,normal,9946.913813,0.0,9946.913813,7106.721741,2059.467645,780.511887,0.0,0.0,0.087099,9946.826714,606280,7324.0,1,39,True,14,40995.66561,81.0,502.055636,533.395116,302880.0,46620822.0,50942.579422999996,50942.579422999996,909160.0
PRTD,39,9,256,2026471015,normal,18711.460221,0.0,18711.460221,13829.706865,2519.729854,2202.317411,157.563543,0.0,385.897752,18325.562469,643744,7808.0,8,39,True,15,,,,,,,18711.460221,18711.460221,643744.0
IRPP-TD,39,9,256,2026471015,normal,100.023842,0.0,100.023842,85.59011,2.170518,11.952469,0.0,0.0,5.214103,94.809739,555906,1568.0,7,39,True,15,21682.388922,43.0,501.664221,536.468483,12427.0,1187667.0,21782.412763999997,22282.412763999997,568333.0
BSIF,39,9,256,2026471015,normal,10039.083864,0.0,10039.083864,7144.816703,2099.791728,794.233585,0.0,0.0,0.085325,10038.998539,606280,7324.0,1,39,True,15,41028.369849,81.0,501.982168,546.200384,302880.0,46620822.0,51067.453713,51067.453713,909160.0
RPPS-TDC,39,9,256,2026471015,normal,10308.338205,0.0,10308.338205,7145.633754,223.498419,2730.669771,207.299948,0.0,1883.838205,8424.5,596540,6912.0,8,32,True,15,42167.171922,83.0,501.94178,540.246462,287106.0,44076270.0,52475.510127,52475.510127,883646.0
IRPP-TD,39,9,256,2026471016,normal,103.076271,0.0,103.076271,88.541518,2.185469,12.038039,0.0,0.0,5.137992,97.938279,555906,1568.0,7,39,True,16,21655.903241,43.0,501.631006,538.476863,12427.0,1187667.0,21758.979512,22258.979512,568333.0
BSIF,39,9,256,2026471016,normal,10028.44957,0.0,10028.44957,7135.068734,2096.742145,796.419764,0.0,0.0,0.087829,10028.361741,606280,7324.0,1,39,True,16,40974.717013,81.0,501.811806,534.607052,302880.0,46620822.0,51003.166583,51003.166583,909160.0
RPPS-TDC,39,9,256,2026471016,normal,10239.802419,0.0,10239.802419,7114.582919,219.374791,2700.685086,203.962101,0.0,1873.115317,8366.687102,596540,6912.0,8,32,True,16,42119.045284,83.0,501.553447,532.604714,287106.0,44076270.0,52358.847703,52358.847703,883646.0
PRTD,39,9,256,2026471016,normal,18743.320191,0.0,18743.320191,13879.326633,2514.597922,2189.892448,157.272531,0.0,382.577311,18360.74288,643744,7808.0,8,39,True,16,,,,,,,18743.320191,18743.320191,643744.0
BSIF,39,9,256,2026471017,normal,9891.308119,0.0,9891.308119,7043.432523,2058.431057,789.256278,0.0,0.0,0.129813,9891.178306,606280,7324.0,1,39,True,17,40901.780761,81.0,501.697032,544.376846,302880.0,46620822.0,50793.08888,50793.08888,909160.0
RPPS-TDC,39,9,256,2026471017,normal,10124.344354,0.0,10124.344354,7028.550275,219.32887,2670.801917,204.585073,0.0,1840.095549,8284.248805000001,596540,6912.0,8,32,True,17,42102.308171,83.0,502.206204,542.790145,287106.0,44076270.0,52226.652525,52226.652525,883646.0
PRTD,39,9,256,2026471017,normal,18774.981097,0.0,18774.981097,13915.24241,2508.864415,2191.180219,157.375771,0.0,383.088745,18391.892352,643744,7808.0,8,39,True,17,,,,,,,18774.981097,18774.981097,643744.0
IRPP-TD,39,9,256,2026471017,normal,100.518506,0.0,100.518506,85.798329,2.183658,12.204958,0.0,0.0,5.312007,95.206499,555906,1568.0,7,39,True,17,21784.84223,43.0,501.950661,541.452724,12427.0,1187667.0,21885.360736,22385.360736,568333.0
RPPS-TDC,39,9,256,2026471018,normal,10173.227672,0.0,10173.227672,7076.736165,219.863372,2670.979604,204.53234,0.0,1842.814604,8330.413068000002,596540,6912.0,8,32,True,18,42361.138875,83.0,502.335317,557.443218,287106.0,44076270.0,52534.366547,52534.366547,883646.0
PRTD,39,9,256,2026471018,normal,18755.076455,0.0,18755.076455,13866.658401,2518.462045,2207.625521,160.0981,0.0,384.352905,18370.72355,643744,7808.0,8,39,True,18,,,,,,,18755.076455,18755.076455,643744.0
IRPP-TD,39,9,256,2026471018,normal,102.160363,0.0,102.160363,87.388411,2.233344,12.210975,0.0,0.0,5.273806,96.886557,555906,1568.0,7,39,True,18,21785.054241,43.0,501.536221,537.420105,12427.0,1187667.0,21887.214604,22387.214604,568333.0
BSIF,39,9,256,2026471018,normal,9756.566209,0.0,9756.566209,7162.196059,2040.042941,554.110029,0.0,0.0,0.408655,9756.157554,513352,7324.0,1,27,True,18,40995.876875,81.0,501.762558,540.687944,302880.0,46620822.0,50752.443084,50752.443084,816232.0
PRTD,39,9,256,2026471019,normal,18526.624838,0.0,18526.624838,13704.067459,2494.977869,2166.676893,158.953629,0.0,377.17996,18149.444878,643744,7808.0,8,39,True,19,,,,,,,18526.624838,18526.624838,643744.0
IRPP-TD,39,9,256,2026471019,normal,104.740271,0.0,104.740271,89.300767,2.212141,12.891769,0.0,0.0,5.535797,99.204474,555906,1568.0,7,39,True,19,22068.123799,43.0,502.094494,579.984644,12427.0,1187667.0,22172.86407,22672.86407,568333.0
BSIF,39,9,256,2026471019,normal,9721.500419,0.0,9721.500419,7150.112743,2030.961816,540.190543,0.0,0.0,0.08411,9721.416309,513352,7324.0,1,27,True,19,40874.764118,81.0,501.473677,533.804532,302880.0,46620822.0,50596.264536999995,50596.264536999995,816232.0
RPPS-TDC,39,9,256,2026471019,normal,10196.609998,0.0,10196.609998,7080.658224,219.618654,2690.763669,204.471904,0.0,1861.295053,8335.314945,596540,6912.0,8,32,True,19,42086.935084,83.0,502.102325,544.42262,287106.0,44076270.0,52283.545082,52283.545082,883646.0
IRPP-TD,39,9,256,2026471020,normal,99.22084,0.0,99.22084,84.91379,2.22421,11.764272,0.0,0.0,5.037492,94.183348,555906,1568.0,7,39,True,20,21854.689139,43.0,501.56263,594.961803,12427.0,1187667.0,21953.909979,22453.909979,568333.0
BSIF,39,9,256,2026471020,normal,9619.34354,0.0,9619.34354,7074.456669,2004.23573,540.441761,0.0,0.0,0.082627,9619.260913,513352,7324.0,1,27,True,20,41155.030785,81.0,501.669601,551.910257,302880.0,46620822.0,50774.374325000004,50774.374325000004,816232.0
RPPS-TDC,39,9,256,2026471020,normal,10124.647048,0.0,10124.647048,7023.161394,220.049859,2675.437179,205.033244,0.0,1846.193522,8278.453526000001,596540,6912.0,8,32,True,20,41923.87409,83.0,501.69827,534.758727,287106.0,44076270.0,52048.521138,52048.521138,883646.0
PRTD,39,9,256,2026471020,normal,18677.268446,0.0,18677.268446,13797.799066,2515.857715,2203.936797,157.572076,0.0,384.840493,18292.427953,643744,7808.0,8,39,True,20,,,,,,,18677.268446,18677.268446,643744.0
BSIF,39,9,256,2026471021,normal,9892.23075,0.0,9892.23075,7046.370513,2061.570672,784.062969,0.0,0.0,0.112926,9892.117824,606280,7324.0,1,39,True,21,40970.024885,81.0,501.488433,541.316078,302880.0,46620822.0,50862.255635,50862.255635,909160.0
RPPS-TDC,39,9,256,2026471021,normal,10219.135973,0.0,10219.135973,7067.262402,223.778622,2718.136525,208.850101,0.0,1874.020263,8345.11571,596540,6912.0,8,32,True,21,42071.697898,83.0,501.59831,538.113879,287106.0,44076270.0,52290.833870999995,52290.833870999995,883646.0
PRTD,39,9,256,2026471021,normal,18757.611287,0.0,18757.611287,13860.001746,2520.369413,2215.599337,159.547471,0.0,383.22816,18374.383127,643744,7808.0,8,39,True,21,,,,,,,18757.611287,18757.611287,643744.0
IRPP-TD,39,9,256,2026471021,normal,101.374043,0.0,101.374043,86.738722,2.16214,12.150179,0.0,0.0,5.353514,96.020529,555906,1568.0,7,39,True,21,21854.485798,43.0,501.384269,574.762261,12427.0,1187667.0,21955.859841,22455.859841,568333.0
RPPS-TDC,39,9,256,2026471022,normal,10340.232027,0.0,10340.232027,7172.427578,226.432414,2731.635969,208.587482,0.0,1886.221851,8454.010176,596540,6912.0,9,32,True,22,41981.024044,83.0,502.04723,534.639627,287106.0,44076270.0,52321.256070999996,52321.256070999996,883646.0
PRTD,39,9,256,2026471022,normal,18834.717863,0.0,18834.717863,13944.135101,2525.969905,2203.9673,158.304931,0.0,396.459408,18438.258455000003,643744,7808.0,8,39,True,22,,,,,,,18834.717863,18834.717863,643744.0
IRPP-TD,39,9,256,2026471022,normal,99.6621,0.0,99.6621,85.366459,2.162992,11.801216,0.0,0.0,5.072096,94.590004,555906,1568.0,7,39,True,22,21609.889284,43.0,501.732822,539.035247,12427.0,1187667.0,21709.551384000002,22209.551384000002,568333.0
BSIF,39,9,256,2026471022,normal,9836.274265,0.0,9836.274265,7089.134803,2195.723719,551.189795,0.0,0.0,0.096342,9836.177923,513352,7324.0,1,27,True,22,40800.427516,81.0,501.379196,536.429448,302880.0,46620822.0,50636.701781,50636.701781,816232.0
PRTD,39,9,256,2026471023,normal,19158.624641,0.0,19158.624641,14211.947282,2558.866303,2221.189562,163.932962,0.0,384.586246,18774.038395,643744,7808.0,8,39,True,23,,,,,,,19158.624641,19158.624641,643744.0
IRPP-TD,39,9,256,2026471023,normal,103.662072,0.0,103.662072,88.163579,2.220586,12.936006,0.0,0.0,5.870078,97.791994,555906,1568.0,7,39,True,23,21770.582729,43.0,501.784161,539.289804,12427.0,1187667.0,21874.244801,22374.244801,568333.0
BSIF,39,9,256,2026471023,normal,10273.078491,0.0,10273.078491,7315.25383,2130.285234,827.258564,0.0,0.0,0.087235,10272.991256,606280,7324.0,1,39,True,23,40919.571084,81.0,501.804576,536.923197,302880.0,46620822.0,51192.649575,51192.649575,909160.0
RPPS-TDC,39,9,256,2026471023,normal,10437.447221,0.0,10437.447221,7284.689747,222.921943,2722.907228,205.690853,0.0,1888.428894,8549.018327,596540,6912.0,8,32,True,23,42119.203089,83.0,501.78927,542.273211,287106.0,44076270.0,52556.650310000005,52556.650310000005,883646.0
IRPP-TD,39,9,256,2026471024,normal,101.528723,0.0,101.528723,86.689009,2.272727,12.244971,0.0,0.0,5.273559,96.255164,555906,1568.0,7,39,True,24,21788.17701,43.0,501.2565,540.414374,12427.0,1187667.0,21889.705733,22389.705733,568333.0
BSIF,39,9,256,2026471024,normal,10023.803145,0.0,10023.803145,7150.91746,2087.678741,784.982162,0.0,0.0,0.085974,10023.717171,606280,7324.0,1,39,True,24,41128.102065,81.0,501.949372,545.716455,302880.0,46620822.0,51151.90521,51151.90521,909160.0
RPPS-TDC,39,9,256,2026471024,normal,10289.989142,0.0,10289.989142,7162.471386,220.521137,2699.203728,206.513787,0.0,1865.909696,8424.079446,596540,6912.0,9,32,True,24,42085.234335,83.0,501.540084,538.205888,287106.0,44076270.0,52375.223477,52375.223477,883646.0
PRTD,39,9,256,2026471024,normal,18933.25519,0.0,18933.25519,14004.936374,2547.202852,2220.514781,158.146835,0.0,385.87781,18547.37738,643744,7808.0,8,39,True,24,,,,,,,18933.25519,18933.25519,643744.0
BSIF,39,9,256,2026471025,normal,10019.194111,0.0,10019.194111,7084.470783,2134.082592,800.400745,0.0,0.0,0.100209,10019.093902,606280,7324.0,1,39,True,25,41104.883675,81.0,501.679774,540.289818,302880.0,46620822.0,51124.077785999994,51124.077785999994,909160.0
RPPS-TDC,39,9,256,2026471025,normal,10207.659731,0.0,10207.659731,7059.132097,226.352559,2708.949751,212.052921,0.0,1847.790708,8359.869023,596540,6912.0,8,32,True,25,41713.52639,83.0,501.401565,536.277786,287106.0,44076270.0,51921.186121,51921.186121,883646.0
PRTD,39,9,256,2026471025,normal,19041.480592,0.0,19041.480592,14072.393232,2564.492019,2241.242862,160.749058,0.0,390.491607,18650.988985,643744,7808.0,8,39,True,25,,,,,,,19041.480592,19041.480592,643744.0
IRPP-TD,39,9,256,2026471025,normal,103.15012,0.0,103.15012,87.78059,2.222169,12.805262,0.0,0.0,5.630757,97.519363,555906,1568.0,7,39,True,25,21734.117509,43.0,501.330583,517.126323,12427.0,1187667.0,21837.267628999998,22337.267628999998,568333.0
RPPS-TDC,39,9,256,2026471026,normal,10415.279561,0.0,10415.279561,7199.826221,228.179673,2776.644224,209.269836,0.0,1913.682431,8501.59713,596540,6912.0,9,32,True,26,41987.798094,83.0,501.890851,522.107023,287106.0,44076270.0,52403.077655,52403.077655,883646.0
PRTD,39,9,256,2026471026,normal,18791.220305,0.0,18791.220305,13908.294416,2522.64898,2197.853367,160.053035,0.0,384.349455,18406.87085,643744,7808.0,8,39,True,26,,,,,,,18791.220305,18791.220305,643744.0
IRPP-TD,39,9,256,2026471026,normal,101.88635,0.0,101.88635,86.870815,2.227822,12.389926,0.0,0.0,5.414374,96.471976,555906,1568.0,7,39,True,26,21989.231906,43.0,502.206651,578.763073,12427.0,1187667.0,22091.118256,22591.118256,568333.0
BSIF,39,9,256,2026471026,normal,10158.217056,0.0,10158.217056,7223.99971,2124.317004,809.62977,0.0,0.0,0.093608,10158.123448,606280,7324.0,1,39,True,26,41070.350466,81.0,501.537731,536.195953,302880.0,46620822.0,51228.567522000005,51228.567522000005,909160.0
PRTD,39,9,256,2026471027,normal,17783.791558,0.0,17783.791558,13298.936568,2342.916293,1978.917397,160.658823,0.0,339.116439,17444.675119,606568,7808.0,7,39,True,27,,,,,,,17783.791558,17783.791558,606568.0
IRPP-TD,39,9,256,2026471027,normal,103.320703,0.0,103.320703,87.88849,2.328219,12.76342,0.0,0.0,5.356592,97.964111,555906,1568.0,7,39,True,27,21640.281047,43.0,501.526673,537.981853,12427.0,1187667.0,21743.60175,22243.60175,568333.0
BSIF,39,9,256,2026471027,normal,9690.414211,0.0,9690.414211,7132.978227,2013.671795,543.548265,0.0,0.0,0.086163,9690.328048,513352,7324.0,1,27,True,27,41431.406607,81.0,501.973225,603.665554,302880.0,46620822.0,51121.82081799999,51121.82081799999,816232.0
RPPS-TDC,39,9,256,2026471027,normal,10440.030577,0.0,10440.030577,7250.372934,221.731915,2759.706132,206.888977,0.0,1909.820658,8530.209918999999,596540,6912.0,8,32,True,27,42201.870426,83.0,501.987446,532.189897,287106.0,44076270.0,52641.901003,52641.901003,883646.0
IRPP-TD,39,9,256,2026471028,normal,101.197905,0.0,101.197905,86.471003,2.233179,12.192208,0.0,0.0,5.392239,95.805666,555906,1568.0,7,39,True,28,21996.44513,43.0,501.62126,557.227902,12427.0,1187667.0,22097.643035,22597.643035,568333.0
BSIF,39,9,256,2026471028,normal,10198.617497,0.0,10198.617497,7251.086936,2136.201025,811.075534,0.0,0.0,0.087102,10198.530395,606280,7324.0,1,39,True,28,41180.701671,81.0,501.943894,548.835157,302880.0,46620822.0,51379.319168,51379.319168,909160.0
RPPS-TDC,39,9,256,2026471028,normal,10410.193217,0.0,10410.193217,7227.593733,226.249725,2744.768037,210.206176,0.0,1895.587782,8514.605435,596540,6912.0,8,32,True,28,42279.139911,83.0,501.32128,576.609627,287106.0,44076270.0,52689.333128,52689.333128,883646.0
PRTD,39,9,256,2026471028,normal,18800.493692,0.0,18800.493692,13910.678062,2520.735364,2206.144772,160.159681,0.0,385.13684,18415.356852,643744,7808.0,8,39,True,28,,,,,,,18800.493692,18800.493692,643744.0
BSIF,39,9,256,2026471029,normal,8985.153646,0.0,8985.153646,6447.172537,1845.516615,692.249879,0.0,0.0,0.088122,8985.065524000001,606280,7324.0,1,39,True,29,40896.0295,81.0,501.481636,536.540667,302880.0,46620822.0,49881.183145999996,49881.183145999996,909160.0
RPPS-TDC,39,9,256,2026471029,normal,9136.388622,0.0,9136.388622,6246.71303,210.520572,2479.012411,198.960927,0.0,1679.000631,7457.387991,596540,6912.0,8,32,True,29,42367.248273,83.0,501.957831,549.750331,287106.0,44076270.0,51503.636894999996,51503.636894999996,883646.0
PRTD,39,9,256,2026471029,normal,18037.977525,0.0,18037.977525,13292.763316,2451.769288,2126.808593,164.35569,0.0,369.202151,17668.775373999997,643744,7808.0,8,39,True,29,,,,,,,18037.977525,18037.977525,643744.0
IRPP-TD,39,9,256,2026471029,normal,105.154691,0.0,105.154691,89.856302,2.258503,12.681999,0.0,0.0,5.293571,99.86112,555906,1568.0,7,39,True,29,21819.280266,43.0,501.684378,536.986716,12427.0,1187667.0,21924.434957,22424.434957,568333.0
IRPP-TD,50,9,256,2026581000,normal,162.870848,0.0,162.870848,144.01418,2.948651,15.487393,0.0,0.0,6.558827,156.312021,818300,1568.0,6,50,True,0,27460.887716,54.0,501.700762,543.747873,15606.0,1500133.0,27623.758564,28123.758564,833906.0
BSIF,50,9,256,2026581000,normal,13065.654115,0.0,13065.654115,9367.816929,2688.812328,1008.699899,0.0,0.0,0.099042,13065.555073,777264,7324.0,1,50,True,0,52293.404599,103.0,502.287164,550.159626,388009.0,59740368.0,65359.058714,65359.058714,1165273.0
RPPS-TDC,50,9,256,2026581000,normal,13422.857467,0.0,13422.857467,9360.794805,239.906356,3541.264909,279.003335,0.0,2440.922084,10981.935383,762760,6912.0,8,40,True,0,53275.655551,105.0,501.823961,539.608013,367659.0,56471048.0,66698.513018,66698.513018,1130419.0
PRTD,50,9,256,2026581000,normal,23635.518508,0.0,23635.518508,17938.641899,2800.173835,2692.114729,201.633187,0.0,379.484172,23256.034336,809580,7808.0,8,50,True,0,,,,,,,23635.518508,23635.518508,809580.0
BSIF,50,9,256,2026581001,normal,12841.570222,0.0,12841.570222,9041.910249,2728.2742,1071.097711,0.0,0.0,0.192847,12841.377375,777264,7324.0,1,50,True,1,52234.828085,103.0,501.531391,553.707877,388009.0,59740368.0,65076.398307,65076.398307,1165273.0
RPPS-TDC,50,9,256,2026581001,normal,13201.120406,0.0,13201.120406,9243.797494,226.850537,3463.694388,264.98896,0.0,2400.123866,10800.99654,762760,6912.0,8,40,True,1,53365.526562,105.0,501.602229,546.554447,367659.0,56471048.0,66566.646968,66566.646968,1130419.0
PRTD,50,9,256,2026581001,normal,23224.920936,0.0,23224.920936,17526.451603,2775.668874,2705.445505,214.785865,0.0,381.502019,22843.418917,809580,7808.0,8,50,True,1,,,,,,,23224.920936,23224.920936,809580.0
IRPP-TD,50,9,256,2026581001,normal,154.221703,0.0,154.221703,136.259687,2.720625,14.838935,0.0,0.0,6.579597,147.64210599999998,818300,1568.0,6,50,True,1,27363.497658,54.0,501.840498,547.022912,15606.0,1500133.0,27517.719361,28017.719361,833906.0
RPPS-TDC,50,9,256,2026581002,normal,13147.661285,0.0,13147.661285,9168.408008,231.746181,3478.448701,267.399305,0.0,2412.241669,10735.419616,762760,6912.0,8,40,True,2,53255.755882,105.0,501.934823,544.11217,367659.0,56471048.0,66403.41716699999,66403.41716699999,1130419.0
PRTD,50,9,256,2026581002,normal,23704.526564,0.0,23704.526564,17942.792169,2827.197526,2737.965223,193.868589,0.0,388.033557,23316.493007,809580,7808.0,8,50,True,2,,,,,,,23704.526564,23704.526564,809580.0
IRPP-TD,50,9,256,2026581002,normal,150.813035,0.0,150.813035,133.290572,2.66747,14.472208,0.0,0.0,6.207012,144.60602300000002,818300,1568.0,6,50,True,2,27346.355638,54.0,501.745279,540.286515,15606.0,1500133.0,27497.168673,27997.168673,833906.0
BSIF,50,9,256,2026581002,normal,11980.330778,0.0,11980.330778,8810.188323,2495.978985,673.930626,0.0,0.0,0.085741,11980.245037,661104,7324.0,1,35,True,2,52287.95899,103.0,501.837568,561.777749,388009.0,59740368.0,64268.289768,64268.289768,1049113.0
PRTD,50,9,256,2026581003,normal,23386.903701,0.0,23386.903701,17608.809763,2839.557598,2742.104609,193.964351,0.0,386.038601,23000.8651,809580,7808.0,8,50,True,3,,,,,,,23386.903701,23386.903701,809580.0
IRPP-TD,50,9,256,2026581003,normal,156.272965,0.0,156.272965,138.230831,2.794203,14.784849,0.0,0.0,6.264566,150.008399,818300,1568.0,6,50,True,3,27310.707651,54.0,501.161715,542.467263,15606.0,1500133.0,27466.980616,27966.980616,833906.0
BSIF,50,9,256,2026581003,normal,12552.140223,0.0,12552.140223,8915.695705,2635.542256,1000.637651,0.0,0.0,0.087711,12552.052512,777264,7324.0,1,50,True,3,52350.131444,103.0,501.579498,546.197673,388009.0,59740368.0,64902.271667,64902.271667,1165273.0
RPPS-TDC,50,9,256,2026581003,normal,12990.679549,0.0,12990.679549,9059.368593,229.420414,3435.862808,264.579494,0.0,2375.652925,10615.026624,762760,6912.0,8,40,True,3,53418.562913,105.0,501.723377,582.131502,367659.0,56471048.0,66409.242462,66409.242462,1130419.0
IRPP-TD,50,9,256,2026581004,normal,168.183028,0.0,168.183028,146.961226,3.217453,17.473968,0.0,0.0,7.088841,161.094187,818300,1568.0,6,50,True,4,27307.01348,54.0,501.580744,542.836303,15606.0,1500133.0,27475.196508,27975.196508,833906.0
BSIF,50,9,256,2026581004,normal,12317.997033,0.0,12317.997033,9048.821446,2568.956204,699.9552,0.0,0.0,0.110568,12317.886465,661104,7324.0,1,35,True,4,51935.783108,103.0,501.190213,531.848121,388009.0,59740368.0,64253.780141,64253.780141,1049113.0
RPPS-TDC,50,9,256,2026581004,normal,12764.77461,0.0,12764.77461,8907.920267,236.980777,3346.901331,271.589802,0.0,2315.595207,10449.179403,762760,6912.0,8,40,True,4,53345.381399,105.0,501.721159,541.592856,367659.0,56471048.0,66110.156009,66110.156009,1130419.0
PRTD,50,9,256,2026581004,normal,23823.093433,0.0,23823.093433,18075.459481,2822.525112,2717.846134,204.425241,0.0,386.890002,23436.203431,809580,7808.0,8,50,True,4,,,,,,,23823.093433,23823.093433,809580.0
BSIF,50,9,256,2026581005,normal,12756.356569,0.0,12756.356569,9045.765019,2693.322689,1017.013829,0.0,0.0,0.090357,12756.266212,777264,7324.0,1,50,True,5,52509.043393,103.0,502.080342,545.086363,388009.0,59740368.0,65265.399961999996,65265.399961999996,1165273.0
RPPS-TDC,50,9,256,2026581005,normal,12873.533222,0.0,12873.533222,8979.093171,229.015261,3401.471458,262.548267,0.0,2367.421818,10506.111404,762760,6912.0,8,40,True,5,53233.711254,105.0,501.753851,544.77139,367659.0,56471048.0,66107.244476,66107.244476,1130419.0
PRTD,50,9,256,2026581005,normal,23414.70112,0.0,23414.70112,17686.721228,2795.607192,2725.618843,204.176678,0.0,390.959844,23023.741276,809580,7808.0,8,50,True,5,,,,,,,23414.70112,23414.70112,809580.0
IRPP-TD,50,9,256,2026581005,normal,163.306885,0.0,163.306885,145.138855,2.757294,14.990426,0.0,0.0,6.687144,156.619741,818300,1568.0,6,50,True,5,27748.808599,54.0,502.197524,609.063825,15606.0,1500133.0,27912.115484,28412.115484,833906.0
RPPS-TDC,50,9,256,2026581006,normal,12951.323728,0.0,12951.323728,9055.731778,228.241577,3403.640876,262.258203,0.0,2354.177063,10597.146665,762760,6912.0,8,40,True,6,53472.653032,105.0,502.043948,574.21861,367659.0,56471048.0,66423.97676,66423.97676,1130419.0
PRTD,50,9,256,2026581006,normal,23592.607479,0.0,23592.607479,17789.197904,2825.629441,2768.257042,207.05512,0.0,392.543896,23200.063583,809580,7808.0,8,50,True,6,,,,,,,23592.607479,23592.607479,809580.0
IRPP-TD,50,9,256,2026581006,normal,163.040169,0.0,163.040169,143.757396,2.792579,16.06791,0.0,0.0,6.859695,156.180474,818300,1568.0,6,50,True,6,27498.722179,54.0,501.621693,543.758834,15606.0,1500133.0,27661.762348,28161.762348,833906.0
BSIF,50,9,256,2026581006,normal,12404.636024,0.0,12404.636024,9074.109252,2619.792868,710.474159,0.0,0.0,0.110605,12404.525419,661104,7324.0,1,35,True,6,52432.307393,103.0,502.079309,553.721057,388009.0,59740368.0,64836.943417,64836.943417,1049113.0
PRTD,50,9,256,2026581007,normal,23308.064448,0.0,23308.064448,17633.132112,2784.939878,2684.38058,203.1314,0.0,379.676795,22928.387653,809580,7808.0,8,50,True,7,,,,,,,23308.064448,23308.064448,809580.0
IRPP-TD,50,9,256,2026581007,normal,157.576549,0.0,157.576549,138.960545,2.872656,15.308974,0.0,0.0,6.618687,150.957862,818300,1568.0,6,50,True,7,27219.042217,54.0,501.40298,539.037859,15606.0,1500133.0,27376.618766,27876.618766,833906.0
BSIF,50,9,256,2026581007,normal,12639.93025,0.0,12639.93025,9036.918755,2630.50924,972.23202,0.0,0.0,0.081805,12639.848445,777264,7324.0,1,50,True,7,52677.879123,103.0,501.955008,579.856688,388009.0,59740368.0,65317.809373,65317.809373,1165273.0
RPPS-TDC,50,9,256,2026581007,normal,13097.264651,0.0,13097.264651,9090.798183,221.487864,3531.698837,251.818639,0.0,2464.709057,10632.555594,762760,6912.0,8,40,True,7,53627.337939,105.0,501.639591,562.754779,367659.0,56471048.0,66724.60259,66724.60259,1130419.0
IRPP-TD,50,9,256,2026581008,normal,150.235718,0.0,150.235718,132.734842,2.640104,14.501249,0.0,0.0,6.268749,143.966969,818300,1568.0,6,50,True,8,27650.938182,54.0,501.87148,592.895785,15606.0,1500133.0,27801.1739,28301.1739,833906.0
BSIF,50,9,256,2026581008,normal,12707.054706,0.0,12707.054706,9036.325201,2639.673046,1030.783703,0.0,0.0,0.103428,12706.951278,777264,7324.0,1,50,True,8,52147.313209,103.0,501.732608,544.493307,388009.0,59740368.0,64854.367915,64854.367915,1165273.0
RPPS-TDC,50,9,256,2026581008,normal,13060.214769,0.0,13060.214769,9123.864468,230.927177,3440.141222,263.621893,0.0,2381.606004,10678.608765,762760,6912.0,8,40,True,8,53874.0892,105.0,502.073936,553.192475,367659.0,56471048.0,66934.303969,66934.303969,1130419.0
PRTD,50,9,256,2026581008,normal,23136.396168,0.0,23136.396168,17517.981663,2760.696277,2653.841329,201.498335,0.0,375.229559,22761.166609,809580,7808.0,8,50,True,8,,,,,,,23136.396168,23136.396168,809580.0
BSIF,50,9,256,2026581009,normal,12715.805874,0.0,12715.805874,9082.813552,2620.399788,1012.329468,0.0,0.0,0.084811,12715.721063,777264,7324.0,1,50,True,9,52324.858185,103.0,501.616332,554.043104,388009.0,59740368.0,65040.664058999995,65040.664058999995,1165273.0
